super-bright led torch,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
go speed,402074,-1,397621,396158,-1,-1,-1,387069,384627,382516,379146,376816,-1,-1,367298,363969,360843,357917,354035,-1,-1,343291,340427,336055,332936,329787,-1,-1,321140,-1,316264,314232,-1,310941,307332,305507,303089,301647,-1,298468,-1,-1,291389,289420,287413,285720,283101,-1,280206
clean master,35069247,-1,35042290,35028125,-1,-1,-1,34966000,34951419,34942567,34921753,34909743,-1,-1,34864773,34849010,34832624,34820392,34802942,-1,-1,34756842,34745184,34725264,34709075,34693406,-1,-1,34645989,-1,34614338,34601681,-1,34576843,34554062,34536954,34517814,34502068,-1,34475796,-1,-1,34418604,34403578,34388211,34373053,34357986,-1,34335737
power clean,1109173,-1,1105397,1103387,-1,-1,-1,1093947,1091400,1090049,1086871,1085044,-1,-1,1078812,1076677,1074649,1072858,1070385,-1,-1,1063437,1061714,1059274,1056415,1054407,-1,-1,1046372,-1,1041715,1039654,-1,1035803,1032036,1029401,1026703,1024725,-1,1020555,-1,-1,1013389,1011489,1009530,1007451,1005407,-1,1002551
du speed booster & cleaner,11581374,-1,11574062,11569971,-1,-1,-1,11549256,11543636,11539429,11533338,11528123,-1,-1,11511655,11505218,11497383,11491086,11482951,-1,-1,11461628,11455310,11447933,11440534,11432902,-1,-1,11413111,-1,11400387,11393861,-1,11383640,11373664,11367856,11359651,11354246,-1,11344478,-1,-1,11323288,11317622,11312647,11306338,11298664,-1,11289166
egg!,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31557,-1,30856
skype,8885843,-1,8879074,8875843,-1,-1,-1,8862068,8858549,8855752,8850955,8847391,-1,-1,8834703,8830063,8826387,8823579,8819692,-1,-1,8809777,8806201,8801763,8796765,8793148,-1,-1,8780472,-1,8771843,8768744,-1,8763263,8757860,8753610,8748668,8744268,-1,8736609,-1,-1,8724753,8721440,8717170,8712497,8708992,-1,8704308
360 security,13985736,-1,13963798,13951667,-1,-1,-1,13900533,13887904,13878342,13863821,13851065,-1,-1,13810178,13795762,13782106,13771075,13757231,-1,-1,13713929,13700135,13684826,13670376,13656029,-1,-1,13608921,-1,13581702,13567618,-1,13546320,13523948,13507210,13487118,13474228,-1,13452885,-1,-1,13408373,13396110,13383317,13370459,13358126,-1,13339235
musical.ly,665323,-1,659475,656093,-1,-1,-1,640932,637218,635110,630595,627894,-1,-1,617446,613892,610155,607026,602153,-1,-1,590992,587723,582806,578577,574443,-1,-1,557268,-1,551043,547210,-1,542474,537099,532601,527398,524125,-1,517337,-1,-1,505272,502648,499836,497240,494528,-1,490950
du battery saver & fast charge,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11323718,11307761,11292317,11276567,-1,-1,11227258,-1,11199121,11187333,-1,11162874,11140034,11123736,11106217,11093268,-1,11067264,-1,-1,11019832,11007335,10993513,10980013,10966272,-1,10944610
soundcloud,2313205,-1,2310659,2309605,-1,-1,-1,2303796,2302296,2301087,2299298,2298171,-1,-1,2293203,2291561,2289873,2288502,2286016,-1,-1,2281894,2280408,2278642,2277144,2275571,-1,-1,2270602,-1,2267905,2266364,-1,2263865,2261710,2260506,2258462,2257156,-1,2255117,-1,-1,2250880,2249973,2248725,2247494,2246025,-1,2244377
microsoft outlook,917872,-1,915227,913678,-1,-1,-1,907714,905488,904426,902367,900578,-1,-1,896114,894548,892982,891647,889783,-1,-1,885482,883632,881805,880153,878618,-1,-1,874528,-1,871470,869931,-1,867758,865924,864771,862667,861122,-1,858646,-1,-1,853888,852654,850809,849228,847652,-1,845852
go keyboard,3413849,-1,3409396,3407081,-1,-1,-1,3396332,3393092,3391648,3388295,3385496,-1,-1,3376072,3372321,3368903,3366181,3362292,-1,-1,3351711,3349110,3344652,3340939,3337335,-1,-1,3326774,-1,3321293,3318898,-1,3313980,3309524,3306259,3302642,3300052,-1,3294064,-1,-1,3282819,3280000,3276807,3273523,3270247,-1,3265594
uber,905440,-1,898234,893799,-1,-1,-1,877574,872289,869518,865278,861671,-1,-1,850981,847328,843633,840712,836546,-1,-1,823873,820812,815914,811033,807542,-1,-1,797020,-1,790777,788108,-1,783365,778611,774764,770214,766908,-1,759395,-1,-1,749404,746432,743407,739982,736255,-1,732415
uber,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
zedge ringtones & wallpapers,4163224,-1,4156977,4154507,-1,-1,-1,4140235,4136776,4134026,4130127,4127421,-1,-1,4115962,4112333,4108657,4105783,4101882,-1,-1,4091474,4087944,4083966,4080151,4076495,-1,-1,4065665,-1,4059351,4055945,-1,4051143,4045790,4042836,4037405,4034096,-1,4028762,-1,-1,4017779,4015006,4012630,4009710,4006818,-1,4002003
layout from instagram,505355,-1,504230,503658,-1,-1,-1,500399,499354,498904,497913,497052,-1,-1,494317,493449,492535,491813,490753,-1,-1,488062,487326,486084,485127,484126,-1,-1,480765,-1,478831,477887,-1,476570,475022,474008,472693,472053,-1,470554,-1,-1,467779,467214,466455,465781,465157,-1,464207
clash of kings,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1798311,1797379,1796393,1795427,-1,-1,1792427,1791386,1789618,1787046,1785801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
angry birds 2,1736229,-1,1734354,1733535,-1,-1,-1,1727303,1725935,1724068,1721729,1720696,-1,-1,1717378,1715648,1713123,1711172,1708196,-1,-1,1697474,1694307,1691548,1689181,1686482,-1,-1,1677508,-1,1672228,1669208,-1,1665226,1660697,1657385,1653371,1650677,-1,1646313,-1,-1,1636080,1633387,1630582,1627617,1624497,-1,1619245
tinder,1743556,-1,1741767,1740963,-1,-1,-1,1736174,1735063,1734187,1732803,1731761,-1,-1,1728463,1727147,1725952,1724144,1722878,-1,-1,1719842,1719005,1717760,1716624,1715568,-1,-1,1712328,-1,1710554,1709351,-1,1707795,1706233,1705220,1704127,1703124,-1,1701375,-1,-1,1696646,1695746,1694926,1693910,1692849,-1,1691061
shazam,2907056,-1,2905346,2904303,-1,-1,-1,2899542,2897963,2897292,2895452,2894362,-1,-1,2889790,2888057,2885958,2884801,2883404,-1,-1,2879324,2878019,2876446,2874748,2873557,-1,-1,2869788,-1,2867704,2866621,-1,2864915,2863088,2862085,2860367,2859306,-1,2857564,-1,-1,2853509,2852820,2851290,2850286,2849272,-1,2847550
microsoft word,538128,-1,535869,535030,-1,-1,-1,530393,529172,528099,526398,525483,-1,-1,522061,520556,519059,517919,516503,-1,-1,513010,511727,510179,508736,507510,-1,-1,503087,-1,500997,499817,-1,498093,496599,495629,493821,492565,-1,490165,-1,-1,486477,485553,484734,483735,482708,-1,481338
transformers,76240,-1,75616,75092,-1,-1,-1,73469,73135,72928,72490,72215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53331,-1,-1,49098,47787,46839,45476,44037,-1,-1
td,21500,-1,21471,21463,-1,-1,-1,21390,21311,21278,21226,21217,-1,-1,21175,21157,21137,21121,21115,-1,-1,21074,21063,21057,21042,21034,-1,-1,21003,-1,20986,20972,-1,20956,20936,20921,20883,20868,-1,20852,-1,-1,20828,20824,20812,20803,20795,-1,20790
wish,2849587,-1,2845570,2843141,-1,-1,-1,2832210,2829520,2827446,2824277,2822025,-1,-1,2813675,2811061,2808385,2806623,2803065,-1,-1,2795324,2792969,2789608,2786846,2784101,-1,-1,2776775,-1,2771850,2769239,-1,2766193,2762577,2759978,2756415,2753865,-1,2749426,-1,-1,2740133,2737003,2734563,2732076,2729680,-1,2726516
td myspend,550,-1,547,545,-1,-1,-1,527,527,524,522,522,-1,-1,513,511,509,507,503,-1,-1,491,490,485,482,477,-1,-1,464,-1,455,452,-1,447,439,438,432,429,-1,422,-1,-1,409,405,403,401,396,-1,394
candy crush saga,15504748,-1,15490429,15484804,-1,-1,-1,15426213,15402517,15389469,15374408,15365895,-1,-1,15338064,15328652,15320347,15313429,15303131,-1,-1,15276772,15270591,15261604,15251099,15243552,-1,-1,15212030,-1,15196397,15187624,-1,15175929,15163650,15153888,15141987,15135555,-1,15118941,-1,-1,15090992,15083087,15074622,15066622,15057726,-1,15044180
viber,8892284,-1,8884628,8881114,-1,-1,-1,8865262,8861191,8859267,8852947,8848647,-1,-1,8836604,8832625,8828805,8825572,8820976,-1,-1,8810106,8806806,8802736,8798897,8794892,-1,-1,8782860,-1,8775632,8772466,-1,8766554,8761367,8757486,8752834,8749277,-1,8742299,-1,-1,8730016,8726498,8722421,8718206,8712813,-1,8707036
clash royale,5393494,-1,5375836,5367308,-1,-1,-1,5322920,5310397,5301711,5288724,5277746,-1,-1,5242357,5229887,5217258,5207155,5191878,-1,-1,5150801,5135607,5115800,5095877,5074575,-1,-1,4989898,-1,4939447,4905194,-1,4740544,4719190,4704080,4689093,4677284,-1,4657503,-1,-1,4612583,4600816,4588199,4575528,4562377,-1,4543359
kodi,111844,-1,111372,111157,-1,-1,-1,110031,109728,109521,109176,108865,-1,-1,107977,107691,107367,107131,106835,-1,-1,105967,105722,105420,105094,104819,-1,-1,103816,-1,103252,102945,-1,102503,102009,101748,101353,101103,-1,100641,-1,-1,99718,99519,99238,98971,98753,-1,98341
stack,262745,-1,262165,261872,-1,-1,-1,260077,259452,259126,258554,258009,-1,-1,255749,254887,254108,253453,252629,-1,-1,249922,248906,247921,247040,246167,-1,-1,242995,-1,240827,240076,-1,238729,237062,235858,234678,233879,-1,232487,-1,-1,229836,229360,228868,228358,227879,-1,227128
samsung smart switch mobile,101494,-1,101333,101262,-1,-1,-1,100802,100691,100601,100443,100321,-1,-1,99911,99776,99639,99549,99427,-1,-1,99095,98990,98854,98714,98583,-1,-1,98135,-1,97880,97759,-1,97581,97398,97224,97008,96921,-1,96741,-1,-1,96336,96267,96203,96123,96056,-1,95954
risky road,-1,-1,-1,-1,-1,-1,-1,15766,15653,15560,15426,15309,-1,-1,14875,14730,14581,14500,14349,-1,-1,13992,13883,13714,13564,13430,-1,-1,12887,-1,12542,12365,-1,12109,11812,11629,11383,11270,-1,11087,-1,-1,10632,10557,10474,10400,10320,-1,10181
risky road,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
google play games,3235608,-1,3227207,3222920,-1,-1,-1,3201937,3196543,3192180,3185170,3178344,-1,-1,3162653,3156661,3150332,3145805,3139536,-1,-1,3125417,3120639,3115114,3109469,3104396,-1,-1,3089184,-1,3080719,3075899,-1,3068107,3060895,3055367,3049517,3045505,-1,3038043,-1,-1,3021091,3017019,3012168,3007493,3002629,-1,2995595
muslim pro,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,543928,-1,540579
kiwi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,431096,-1,-1,429776,429373,428878,428356,427690,-1,426596
adobe acrobat reader,2370491,-1,2369059,2368310,-1,-1,-1,2364393,2363240,2362596,2360226,2359561,-1,-1,2357326,2356503,2355666,2355067,2354130,-1,-1,2351866,2351352,2350157,2349200,2348440,-1,-1,2345971,-1,2344483,2343617,-1,2342410,2341231,2340220,2338964,2338143,-1,2336535,-1,-1,2333270,2331764,2330615,2329909,2329191,-1,2328185
mekorama,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67278,66609,65852,65035,64067,-1,62234
google docs,454972,-1,454204,453609,-1,-1,-1,451592,451165,450799,450266,449806,-1,-1,448472,447882,447064,446567,446081,-1,-1,444988,444516,443988,443534,443096,-1,-1,441772,-1,441049,440609,-1,439964,439325,438875,438358,437985,-1,437284,-1,-1,435956,435601,435194,434856,434347,-1,433840
badoo,2771700,-1,2768931,2767468,-1,-1,-1,2760369,2759019,2758216,2756088,2754771,-1,-1,2749021,2746816,2745778,2744581,2742557,-1,-1,2737523,2735699,2734073,2732510,2730537,-1,-1,2725599,-1,2722759,2721120,-1,2718592,2716220,2714710,2712623,2711087,-1,2707956,-1,-1,2701953,2700309,2698310,2696216,2694122,-1,2691245
waze,5132583,-1,5128387,5126758,-1,-1,-1,5120411,5118851,5117995,5115890,5114639,-1,-1,5109393,5107719,5105877,5104659,5102163,-1,-1,5095947,5092796,5090887,5089091,5087382,-1,-1,5081151,-1,5077504,5075764,-1,5073434,5070770,5068638,5065865,5064082,-1,5060955,-1,-1,5054224,5051717,5047982,5044749,5041393,-1,5036514
amazon shopping,484248,-1,483291,482785,-1,-1,-1,480478,479915,479608,478865,478397,-1,-1,476500,475800,475038,474665,474030,-1,-1,472453,471893,471212,470514,469772,-1,-1,467883,-1,466821,466244,-1,465419,464522,464047,463139,462492,-1,461357,-1,-1,459549,459173,458626,458118,457528,-1,456632
cm security applock antivirus,19270998,-1,19244074,19229280,-1,-1,-1,19169539,19151380,19142569,19124292,19108328,-1,-1,19062614,19046258,19030015,19016953,18998461,-1,-1,18949591,18933618,18917147,18900355,18884342,-1,-1,18837923,-1,18808319,18792453,-1,18768370,18745726,18729284,18709684,18693857,-1,18667301,-1,-1,18608858,18592865,18576535,18560630,18544144,-1,18519516
mcdonald's canada,-1,-1,4127,4125,-1,-1,-1,-1,-1,-1,4112,4111,-1,-1,4101,4098,4099,4096,4094,-1,-1,4087,4085,4086,4081,4078,-1,-1,4067,-1,4059,-1,-1,4054,4047,4041,4035,4035,-1,4028,-1,-1,4011,4007,4001,3995,3991,-1,3984
twitter,7928787,-1,7917522,7912559,-1,-1,-1,7886308,7879947,7874501,7865770,7859987,-1,-1,7839994,7833236,7826340,7820922,7813190,-1,-1,7793677,7789128,7781353,7774638,7767451,-1,-1,7749189,-1,7738511,7732093,-1,7721906,7713324,7708158,7699854,7694084,-1,7682719,-1,-1,7662947,7657782,7652964,7647079,7640802,-1,7631986
hopper,7241,-1,7179,7139,-1,-1,-1,7039,7004,6985,6923,6884,-1,-1,6793,6768,6734,6712,6682,-1,-1,6597,6569,6531,6491,6448,-1,-1,6339,-1,6284,6252,-1,-1,-1,6170,6156,6151,-1,6145,-1,-1,6018,5989,5950,5906,5869,-1,5790
avg antivirus free for android,-1,-1,-1,-1,-1,-1,-1,-1,-1,4939199,4934114,4930043,-1,-1,4917490,4912669,4908687,4905790,4901578,-1,-1,4891550,4888261,4883694,4880030,4876500,-1,-1,4867287,-1,4861442,4857524,-1,4851191,4844203,4839953,4833189,4828796,-1,4823256,-1,-1,4812430,4809640,4807311,4804357,4801569,-1,4797131
ninja turtles,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97822,97009,-1,-1,94306,93464,92448,91567,90626,-1,-1,87505,-1,85455,84272,-1,82420,80296,79012,76870,75537,-1,72971,-1,-1,53767,40749,37871,36313,33834,-1,30647
piano tiles 2,4923535,-1,4912998,4906947,-1,-1,-1,4880108,4873348,4867965,4859930,4852763,-1,-1,4829708,4822079,4814863,4808774,4799700,-1,-1,4776462,4769054,4761057,4753141,4745178,-1,-1,4720258,-1,4706468,4699139,-1,4689061,4675842,4668661,4658152,4651266,-1,4639578,-1,-1,4614263,4607849,4601330,4594794,4586446,-1,4575160
sing! karaoke by smule,1079968,-1,1072290,1069304,-1,-1,-1,1055850,1051918,1050053,1045585,1043013,-1,-1,1031602,1027485,1023580,1020256,1014226,-1,-1,998470,994031,987124,977488,972871,-1,-1,959666,-1,952475,949192,-1,943614,938134,934538,929010,925091,-1,918134,-1,-1,898399,894546,890258,887012,881797,-1,875093
subway surfers,19975532,-1,19952204,19944661,-1,-1,-1,19908809,19900508,19896107,19884570,19878058,-1,-1,19849993,19840395,19831078,19823409,19812261,-1,-1,19781800,19772525,19762257,19752112,19742090,-1,-1,19709015,-1,19686577,19672832,-1,19656505,19642482,19631605,19620100,19610164,-1,19591174,-1,-1,19549779,19532255,19522377,19514523,19506011,-1,19492412
brain it on!,218538,-1,217811,217374,-1,-1,-1,215149,214552,214116,213403,212763,-1,-1,210267,209339,208393,207697,206662,-1,-1,203801,202686,201440,200251,199149,-1,-1,196062,-1,193850,192650,-1,190909,189033,187987,186143,185070,-1,183277,-1,-1,179077,178189,177177,176304,174959,-1,173260
solitaire,281074,-1,280091,279722,-1,-1,-1,277680,277222,276942,276265,275843,-1,-1,274337,273869,273405,273025,272490,-1,-1,271077,270740,270117,269555,269001,-1,-1,267460,-1,266694,266261,-1,265599,264980,264640,264075,263771,-1,263019,-1,-1,261362,261025,260545,260098,259592,-1,258770
clash of clans,28090501,-1,28060416,28043381,-1,-1,-1,27969278,27947916,27937880,27917342,27899401,-1,-1,27842333,27821360,27800486,27782151,27759755,-1,-1,27700413,27681666,27661218,27641078,27620462,-1,-1,27551627,-1,27514687,27495583,-1,27464594,27436755,27414961,27391630,27372348,-1,27336369,-1,-1,27263333,27243483,27222456,27202083,27180365,-1,27147107
google calendar,572926,-1,572074,571767,-1,-1,-1,570006,569359,568939,567337,567049,-1,-1,565732,565194,564734,564456,563779,-1,-1,562044,560604,559919,559490,559043,-1,-1,557807,-1,557231,556902,-1,556415,555883,555546,555016,554814,-1,554178,-1,-1,553122,552897,552511,552176,551766,-1,551077
rbc mobile,18731,-1,18718,18703,-1,-1,-1,18658,18643,18639,18623,18615,-1,-1,18577,18563,18549,18543,18532,-1,-1,18500,18489,18482,18473,18464,-1,-1,18406,-1,18384,18369,-1,18356,18340,18332,18316,18306,-1,18286,-1,-1,18265,18256,18247,18235,18219,-1,18210
temple run 2,6391880,-1,6388254,6386907,-1,-1,-1,6376726,6374213,6372179,6369906,6368471,-1,-1,6361618,6359277,6357122,6355299,6353162,-1,-1,6345349,6343230,6340806,6338508,6336294,-1,-1,6328844,-1,6324729,6322149,-1,6318133,6314249,6311926,6308247,6305534,-1,6301578,-1,-1,6291774,6290170,6288006,6286143,6283999,-1,6280179
moments,647958,-1,645365,643798,-1,-1,-1,638180,636887,635833,634144,632536,-1,-1,627327,625736,624363,623402,622007,-1,-1,618097,616992,615324,613690,611913,-1,-1,604968,-1,589951,582230,-1,578691,575420,573014,570084,567794,-1,562175,-1,-1,544694,543191,541585,539707,537547,-1,534329
google translate,4289249,-1,4286205,4284537,-1,-1,-1,4274896,4271710,4270505,4267455,4265568,-1,-1,4255798,4253138,4251157,4249524,4247288,-1,-1,4241373,4239581,4237306,4235101,4233027,-1,-1,4227026,-1,4223573,4221626,-1,4218478,4215045,4213293,4210600,4209007,-1,4206018,-1,-1,4200162,4198776,4197080,4195350,4193623,-1,4191198
vlc for android,501065,-1,499576,498774,-1,-1,-1,494201,492925,491969,490358,488886,-1,-1,484073,482802,481471,480409,478658,-1,-1,474741,473717,472446,471227,469919,-1,-1,464819,-1,462429,461244,-1,459386,457519,456270,454061,452466,-1,450916,-1,-1,446128,444406,442612,439982,439134,-1,437887
ketchapp basketball,-1,-1,-1,22644,-1,-1,-1,21933,21734,21569,21296,21056,-1,-1,20336,20069,19748,19473,19116,-1,-1,18218,17980,17610,17234,16992,-1,-1,15793,-1,14947,14531,-1,13887,13146,12692,11944,11461,-1,10776,-1,-1,8951,8596,8151,7699,7250,-1,6570
linkedin,923341,-1,922536,922027,-1,-1,-1,920075,919367,-1,918075,917573,-1,-1,916275,915677,914971,914447,913764,-1,-1,912429,912028,911139,910465,909848,-1,-1,908456,-1,907453,906937,-1,905955,905281,904693,903932,903245,-1,902098,-1,-1,900584,900012,899262,898641,898058,-1,897459
